iNote	iWine	Type	Vintage	Wine	Locale	Producer	Varietal	MasterVarietal	Country	Region	TastingDate	Defective	Rating	TastingNotes	CScore
4992671	1947305	White	2012	Matthiasson Ribolla Gialla Matthiasson Vineyard	USA, California, Napa Valley	Matthiasson	Ribolla Gialla	Ribolla Gialla	USA	California	5/6/2015	False	75	Cloudy gold in the glass. Feels like a bit of oak treatment on the palate. Some lambic notes. I'm not feeling this. Weird. A little hot, thin. Dry. A bit of oak on the palate? Or just leesiness?\n\nFermented whole cluster in a closed-top tank. 20 months in Neutral barrels. No SO2 until bottling. \nAlcohol 12.8%, pH 3.77, TA 5.5, 233 cases.\n\n$50\nAround 7.5	91
4992670	2045101	White	2012	Ryme Ribolla Gialla Vare Vineyard	USA, California, Napa Valley	Ryme	Ribolla Gialla	Ribolla Gialla	USA	California	5/6/2015	False	0	Skin fermented, 2 yrs in neutral barrels. \nN: Creamy, rich, pear-apple-pommaceous fruit. Complex. Secondaries (lees?). It's good. \nP: Tannins - light impression of tannins. Rich wine. Strong clean acidity. A bit of weight and heft. \nI'm guessing 13.5-14% alcohol. (nailed it! 13.6%) \n\nDe-stemmed and fermented on skins with 6 month maceration. 18 months in neutral barrels. - from producer website\n$36\nAround 8.5	
4992669	2040031	White	2013	Arnot-Roberts Ribolla Gialla Vare Vineyard	USA, California, Napa Valley	Arnot-Roberts	Ribolla Gialla	Ribolla Gialla	USA	California	5/6/2015	False	75	N: Overall impression is Lambic on the nose - Like a Sour Rodenbach. Brett? Bacterial? \n1/4 of the wine is fermented on skins in a clay amphora. \nVery strange. \nPalate: Balanced, dry, strong acidity. Tart and crisp with a bit of alcohol warmth. Tart, sour (malic). \nDon't know what to think of this - it's very odd. \n$40\nAround 7.5	90
4992668	2071510	Red	2013	RPM Wines Gamay Noir	USA, California, Sierra Foothills, El Dorado County	RPM Wines	Gamay Noir	Gamay	USA	California	5/6/2015	False	87	(Roberts, Parr, [Arnot] Meyers)\nA bit darker than the Trousseau: Medium-dark ruby, medium concentration. \nN: Delicious baked cherry pie. Hint of carbonic character. \nP: Fair bit of tannic grip. Full and ripe, alive with acidity. Jammy but not sweet. Well-made. Doesn't have quite the crackle of acidity I'd want from a cru Beaujolais, but instead has a good tannic grip. Interesting! \n$30\nBetween 8.5 and 9	88.5
4992667	1912009	Red	2013	Arnot-Roberts Trousseau North Coast	USA, California, North Coast	Arnot-Roberts	Trousseau	Trousseau	USA	California	5/6/2015	False	87	Red wine. Light ruby, cloudy in the glass. \nHint of carbonic character, bright cherry, earthiness in the black pepper direction but not rotundone. Expressive cherry. A complex nose. Youthful, like a cru beaujolais\nP: Some phenolic bitterness, satisfyingly grippy drying tannins. Light and aromatic. Like a cru beaujolais. It's nice! Good acidity. I'm loving this! \nWhole Cluster fermentation - so there's some carbonic maceration but they don't force it. \n$37\nBetween 8.5 and 9.	89.5416666666667
4992666	2023521	Rosé	2014	Arnot-Roberts Touriga Nacional Rosé Luchsinger Vineyard	USA, California, North Coast, Red Hills Lake County	Arnot-Roberts	Touriga Nacional	Touriga Nacional	USA	California	5/6/2015	False	80	Touriga Nacional\nVery light salmon in the glass - nearly clear. \nNose: indistinct dark fruit, warm fruit. With a hint of sweetness - and yeasty beer-like tones. Smells unusual. \nMouth: Indistinct dark fruits on the palate. Decent acid, slightly elevated alcohol. \nOverall impression is light and clean. Pleasant. Just a tiny bit of phenolic bitterness - not much. \n$24\nAround 8	89.8
4992665	2055513	White	2014	Scholium Project FTP Kirschenmann Vineyard	USA, California, Central Valley, Lodi	Scholium Project	Pinot Gris	Pinot Gris	USA	California	5/6/2015	False	75	Cloudy, a touch of gold and salmon to it. Frosted slightly pinkish color. Heavy tears. \nNose: expressive, candied jolly rancher fruit. Hint of thiols (bitter grapefruit), but more in the direction of unripe pear. Peach and florals. Overal character is mix of thiols and moderately ripe peach ripe apricot. .\nP: Bone dry, Empty on the midpalate. Diminished acidity and a bit high in alcohol. Aromatics are pretty but it seems to disappear mid-palate and it's a bit hot. \n$54\nAround 7.5	75
4992664	2055517	White	2014	Scholium Project Riquewihr Lost Slough Vineyards	USA, California, Central Valley, Clarksburg	Scholium Project	Gewürztraminer	Gewürztraminer	USA	California	5/6/2015	False	70	Riquewihr = village in Alsace &gt; Haut-Rhin where the Grand Cru Sporen (Hugel's Jubilee Riesling) is located. among others. \npale straw bordering on green, moderate concentration. \nBitter, stinky nose - reduction, burnt match - something burnt. (it's a bit cold so the nose is tight).\nP: Dry. A bit of terpenes but dominated by burnt reduction. High alcohol - I'd guess 14%. , diminished acidity as one would expect from Gewurz.\n$42\nAround 7	70
4992663	2055514	White	2014	Scholium Project Naucratis Lost Slough Vineyards	USA, California, Central Valley, Clarksburg	Scholium Project	Verdelho	Verdelho	USA	California	5/6/2015	False	90	Pale straw, but moderate concentration.\nN: Dead-on light, airy durian. So good! I'm loving this! \nDurian: a bit of reductiveness, a bit of thiols, a bit of terpenes. Fantastic! Other fruit: Could also be custard-apple. Tropical fruit for sure. \nP: Strong custard-apple. Nearly dry. Phenomenal and heady. Thiols, creaminess, a bit of terpenic nature, and strong acidity. Slightly elevated alcohol. I like this a boatload. \n$28\nAround 9	90
4992662	2079248	Rosé - Sparkling	2014	Scholium Project Blowout Rosé Sparkling Wine	USA, California	Scholium Project	Rosé Blend	Rosé Blend	USA	California	5/6/2015	False	85	N: Strong thiols on the nose almost to the point of stinky/sweaty character. \nP: Grapefruit soda! A touch of sweetness. Aranciata style grapefruit soda. I like it! Super Grapefruity. I really like this. Moderately small bubbles, fine texture, and not super carbonated. \n\n80% Verdelho, 20% Gruner from the Lost Slough.\nCarbonated after vinification in a tank! \nhttp://blowout-wine.com/manifesto.html\n$24\nAround 8.5	85.5
4992661	2064086	Red	2013	Jolie-Laide Rossi Ranch	USA, California, Sonoma County	Jolie-Laide	Grenache Blend	Grenache	USA	California	5/6/2015	False	90	Grenache (Alban Clone), Syrah, co-planted (and thus co-fermented) with Muscat and Viognier. \nModerate plus concentration dark ruby. \nExpressive nose of cherries, smoked ham (a bit of reduction). Smoked meats. Some black pepper. \nPalate: Brambly, stemmy, a very little bit of Brett on the back end. Complex. Aggressive tannins. Delicious savory fruit. There's a lot going on in this wine - makes sense given it's co-planted. \nLove this! \n$38\nAround 9	90
4992660	2064084	White	2014	Jolie-Laide Trousseau Gris Fanucchi-Wood Road	USA, California, Sonoma County, Russian River Valley	Jolie-Laide	Trousseau Gris	Trousseau Gris	USA	California	5/6/2015	False	87	Some color - very pale dull salmon. \nN: made me think japanese restaurant - vinegar / sweet ginger. interesting. Moderate intensity aromatics - sweet and nutty character. \nP: A bit of weight. A little elevated alcohol. Good acidity. Some impression of tannins and moderate minus phenolic bitterness. Some weight and texture. I like it! \n$28\nBetween 8.5 and 9	91
4992659	2076818	White	2014	Jolie-Laide Pinot Gris Rorick Heritage Vineyard	USA, California, Sierra Foothills, Calaveras County	Jolie-Laide	Pinot Gris	Pinot Gris	USA	California	5/6/2015	False	85	Color: Dull pink, near transparent. Almost salmon rose. \nN: Very little terpene character. A bit of yeast/autolysis type aromas. Hint of thiols bitter grapefruit. Tight nose. A bit of apricot character. Hint of sour apple. \nP: Overall impression is savory. Bone dry. Elevated alcohol. \nModerate phenolic bitterness in the end. \nMalic acid - moderate to elevated acid. \n$28\nAround 8.5	85
4992658	2060023	White	2013	Nico Wines Fiano Russian River	USA, California	Nico Wines	Fiano	Fiano	USA	California	5/6/2015	False	80	N: Low intensity, ripe baked apples with a hint of peach. \nP Bone Dry, Light on the palate - guessed 12.5, but it's actually 14%. \nDecent malic acidity. A fair bit of phenolic acid. \nStainless steel with a bit of argon bubbling to stir the lees without oxygen exposure. \n$25\nAround 8	80
4992657	2060024	White	2013	Nico il Greco Tanya's Vineyard	USA, California, Sonoma County, Russian River Valley	Nico	Greco	Greco	USA	California	5/6/2015	False	80	80% Greco (di tufo), 20% Fiano 2013\nL straw,\nM- intensity terpene-driven nose. \nBone dry. \nLight in the mouth, disappears midpalate. \nLight. \n$25 \nAround 8	80
4992636	1662931	Red	1001	Sean Thackrey Pleiades XXIII Old Vines	USA, California	Sean Thackrey	Red Blend	Red Blend	USA	California	5/3/2015	False	0	bottle 62912-156\npreviously accessed 4/22, 4/25, 4/27, 5/2.\n@home\n\nComparing 3 glasses: \nRiedel Vinum Pinot Noir\nZalto Bdx\nGabriel-Glas machined \n\nZalto Bdx:\nInitially: mentholly alcohol, hint of smell of tapwater/metallic (there's a lot of glass here). Some fruit. Sweet cherry and raspberry tones with a hint of peppery earth. The wine seems to get a bit lost in the glass, emphasizing alcohol.\n\n20 minutes: Bloomed a little, but still remained a bit washed-out. Fruit seems distant. Maybe this glass is just too large? Your nose is too far away from the wine. \n\nGabriel-Glas:\nInitially: Much clearer and more intense. Earth, dark fruit, hint of bitterness, raspberry/red fruit. \n\n20 minutes: More dark dried-cherry aromas. Clearer and more in-focus fruit. \n\nConclusion:\nI definitely prefer the GG for this wine.	88.2631578947368
4992635	1822044	White	2012	Grgich Hills Chardonnay	USA, California, Napa Valley	Grgich Hills	Chardonnay	Chardonnay	USA	California	4/30/2015	False	85	@home out of a .375\nComparing 3 glasses: \nRiedel Vinum Pinot Noir\nZalto Bdx\nGabriel-Glas machined \n\nSummary: It has all the flavors of a New World chardonnay. I don't find myself too enthusiastic about the quality of the fruit, wood, acid, or finish. To me the wood sticks out like a sore thumb and then you're left with tart malic on the finish and a bit less flavor / fruit than I'd like. \nScore: Around 8.5\n--------------------\nFull Sensory: \n\nVisual:\nClear, day-bright. \nMedium gold with reflections of straw in the glass, moderate concentration. \nNo gas or sediment, moderate plus tears. \n\nNose: \nRiedel Vinum Pinot: Expressive, Tart. Wood (medium-done toast). \nGabriel-Glas: Sweet, caramel, vanilla, lemon, toast - medium and burnt. The most clearly delineated and sharpest in focus. \nZalto Bordeaux: Very nice. Sweet, tart, lemon curd, wood, slight mushroomy tone. Alcohol peeks through a bit. \n\nN: Clean, moderate intensity. \nRipe apple/pommaceous fruit, with a hint of lemon curd. \nSecondaries of medium-done toast, faint tones of burnt toast and caramel (oak - not sure if American or French - [It's French oak - 40%]).\nYouthful. \nModerate minus complexity. \n\nP: What sticks out? \nDry. \nMedium plus body. Medium plus alcohol.\nMore pommaceous fruit, unripe pear, ripe yellow apple, a hint of fresh, just-ripe mango. \nSecondaries of moderate toast, faint burnt toast (evidence of some new oak - just sticks out as wood to me). \nModerate plus acid - lively clean acid on the tail-end of the midpalate that turns into tart malic (makes sense - this didn't undergo malo). Slight hint of bitterness - not sure if it's phenolic, could be from wood. \nThe finish is moderate minus - fruit fades into slightly bitter wood and tart malic acid. \nThis wine has a nice balance - full yet vibrant. Not too hot, not too acidic, not too fruity, not too tart.\nModerate minus complexity.\n\nCA &gt; Napa &gt; American Canyon and Carneros vineyards.\n"We did not allow the Chardonnay to undergo malolactic fermentation, preserving its natural acidity."\n\nWinemaker's Notes\nAlcohol.............13.5% by volume\nFermentation...indigenous yeast\nHarvest date....Sept. 4 - 28, 2012\nSugar ................22.8&#730; Brix (average) [This is low!]\nBottling date....August 2013\nRelease date.....December 2014\nTotal acid ........7.1 g/L\npH ....................3.32\nTime in oak......Fermented and aged\n10 months\nType of oak......French oak: [Makes sense - got more vanilla and toast. Reminded me of the HdV but not as clear, refined.]\n60% neutral barrels\n40% new barrels\nProduction.......30,832 cases (12/750 ml.)\nBlend ...............100% Chardonnay	89
4992632	132267	Red	1995	York Creek Vineyards Meritage	USA, California, Napa Valley, Spring Mountain District	York Creek Vineyards	Red Bordeaux Blend	Red Bordeaux Blend	USA	California	4/29/2015	False	0	Bottle 63666-995\nPreviously accessed 4/25, 4/27.\n@home\n\nComparing 3 glasses: \nRiedel Vinum Pinot Noir\nZalto Bdx\nGabriel-Glas machined \n\nMy bias going in is based on reputation and Monday's tasting with DGH and EH. I remembered thinking the Zalto Bdx was better than the others, and even the Riedel was better than the gabriel Glas. I thought maybe the GG was too small. The Riedel is cheaper, poorly constructed, and old-fashioned, I would tend to guess it doesn't perform the best. The Zalto is by far the most expensive, and feels ridiculous to handle, so while part of me doesn't want it to perform the best (because it's out of my price range), part of me thinks it might. \n\nPoured ~1.5 oz into all three (might have done slightly more in the GG) . Started nosing ~5 minutes after pouring. This is a wine I know to be a bit high in acetaldehyde at first, but then to open up after ~30 minutes into savory secondary flavors and sweet fruit. \n\n--------------\nNo Swirl\nN1: Top aromas - Gabriel glas is the strongest, whereas the Zalto is weakest. Riedel vinum is in between. - I think it's just how narrow is the glass and how far away is the liquid from you. I'm getting a lot of detergent/glass smell on these glasses - next time wash better. With just water. \n\nN2: Tim Gaisers technique: light open-mouth sniffs\nGabriel-Glas smells the most focused on the wine. The others are a bit glassy/detergent-ish. Maybe they aren't as well cleaned as the Gabriel?\n\nN3: Medium deep.\nRiedel: medium sweet aromas, bit of funk. Moderate intensity. \nGabriel glass: moderate/moderate-plus intensity - higher than Riedel, sweetness, figgy acetaldehyde, sweetness, and funk. \nZalto Bdx: alcohol, bit of sweetness. Moderate intensity. \n\n[side note: Gabriel-Glas seems to be bringing the N1 aromas up in a much more focused way - higher intensity, clearer. ]\n\nN4: Back-end. \nZB and RV were similar. The GG was slightly higher toned, mustier in a good way. All are taking on a Port-like figginess. \n\n--------------\nSwirling\nN1: Top aromas\nGG is the best. Clearer and showing the deep tones better. Also shows brett. \nRV shows a bit of funk, maybe even Brett. slight. Pretty good. \nZB shows just light acetaldehyde. The weakest. \n\nN2: Tim Gaiser light open-mouth sniffs\nThey are all great, but the GG is the most concentrated, extracted, glossy-black. It's nice. It smells the sweetest. The most opaque. The most blackberries and blackcurrant character. \n\nN3: Medium deep.\nThe GG wins hands down - focuses the aromas more. The other two have more light, floral noses, like a Barolo. The stuffing and fruit and warm black liquorice character shows more in the GG. \n\nN4: Back-end. \nZB: poupourri\nRV: barnyard\nGG: lots of stuff: acetaldehyde, barnyard, warm leaves - bamboo leaves in the summer. Dirt. Slightly more delineated. \n\n--------------\nTasting:\nThey are all about the same. \n\nConclusion: \nFor this wine, the Gabriel-Glas was the highest-volume, most dark-fruit toned, clearest, and most enjoyable.	90.3529411764706
